Using TensorFlow backend.
2018-07-19 14:02:10.673107: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-07-19 14:02:11.196206: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:05:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-19 14:02:11.438879: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 1 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:06:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-19 14:02:11.710433: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 2 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:0d:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-19 14:02:11.964639: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 3 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:0e:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-19 14:02:11.977822: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1435] Adding visible gpu devices: 0, 1, 2, 3
2018-07-19 14:02:17.178073: I tensorflow/core/common_runtime/gpu/gpu_device.cc:923] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-07-19 14:02:17.178522: I tensorflow/core/common_runtime/gpu/gpu_device.cc:929]      0 1 2 3 
2018-07-19 14:02:17.178540: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 0:   N Y Y Y 
2018-07-19 14:02:17.178546: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 1:   Y N Y Y 
2018-07-19 14:02:17.178551: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 2:   Y Y N Y 
2018-07-19 14:02:17.178556: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 3:   Y Y Y N 
2018-07-19 14:02:17.180813: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15135 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:05:00.0, compute capability: 6.0)
2018-07-19 14:02:17.364214: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:1 with 15135 MB memory) -> physical GPU (device: 1, name: Tesla P100-PCIE-16GB, pci bus id: 0000:06:00.0, compute capability: 6.0)
2018-07-19 14:02:17.548174: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:2 with 15135 MB memory) -> physical GPU (device: 2, name: Tesla P100-PCIE-16GB, pci bus id: 0000:0d:00.0, compute capability: 6.0)
2018-07-19 14:02:17.731979: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:3 with 15135 MB memory) -> physical GPU (device: 3, name: Tesla P100-PCIE-16GB, pci bus id: 0000:0e:00.0, compute capability: 6.0)
/home/rice/jmc32/DNN_for_Pt_Assignment-master/DNN_Hyperparameters/testingsavedmodels.py:124: UserWarning: The `nb_epoch` argument in `fit` has been renamed `epochs`.
179322/990000 [====>.........................] - ETA: 10s - loss: 0.0828 - acc: 0.9611
184756/990000 [====>.........................] - ETA: 10s - loss: 0.0828 - acc: 0.9611
190190/990000 [====>.........................] - ETA: 10s - loss: 0.0827 - acc: 0.9612
195624/990000 [====>.........................] - ETA: 10s - loss: 0.0826 - acc: 0.9613
201058/990000 [=====>........................] - ETA: 10s - loss: 0.0827 - acc: 0.9612
206492/990000 [=====>........................] - ETA: 10s - loss: 0.0828 - acc: 0.9611
211926/990000 [=====>........................] - ETA: 10s - loss: 0.0828 - acc: 0.9612
217360/990000 [=====>........................] - ETA: 10s - loss: 0.0828 - acc: 0.9612
222794/990000 [=====>........................] - ETA: 10s - loss: 0.0829 - acc: 0.9612
228228/990000 [=====>........................] - ETA: 10s - loss: 0.0827 - acc: 0.9614
233662/990000 [======>.......................] - ETA: 10s - loss: 0.0828 - acc: 0.9613
239096/990000 [======>.......................] - ETA: 10s - loss: 0.0827 - acc: 0.9614
244530/990000 [======>.......................] - ETA: 10s - loss: 0.0828 - acc: 0.9614
249964/990000 [======>.......................] - ETA: 9s - loss: 0.0828 - acc: 0.9615 
255398/990000 [======>.......................] - ETA: 9s - loss: 0.0827 - acc: 0.9615
260832/990000 [======>.......................] - ETA: 9s - loss: 0.0827 - acc: 0.9614
266266/990000 [=======>......................] - ETA: 9s - loss: 0.0827 - acc: 0.9615
271700/990000 [=======>......................] - ETA: 9s - loss: 0.0826 - acc: 0.9615
277134/990000 [=======>......................] - ETA: 9s - loss: 0.0825 - acc: 0.9615
282568/990000 [=======>......................] - ETA: 9s - loss: 0.0826 - acc: 0.9614
288002/990000 [=======>......................] - ETA: 9s - loss: 0.0826 - acc: 0.9615
293436/990000 [=======>......................] - ETA: 9s - loss: 0.0824 - acc: 0.9616
298870/990000 [========>.....................] - ETA: 9s - loss: 0.0824 - acc: 0.9616
304304/990000 [========>.....................] - ETA: 9s - loss: 0.0823 - acc: 0.9616
309738/990000 [========>.....................] - ETA: 9s - loss: 0.0823 - acc: 0.9617
315172/990000 [========>.....................] - ETA: 9s - loss: 0.0822 - acc: 0.9617
320606/990000 [========>.....................] - ETA: 9s - loss: 0.0823 - acc: 0.9617
326040/990000 [========>.....................] - ETA: 8s - loss: 0.0822 - acc: 0.9618
331474/990000 [=========>....................] - ETA: 8s - loss: 0.0822 - acc: 0.9618
336908/990000 [=========>....................] - ETA: 8s - loss: 0.0822 - acc: 0.9617
342342/990000 [=========>....................] - ETA: 8s - loss: 0.0824 - acc: 0.9616
347776/990000 [=========>....................] - ETA: 8s - loss: 0.0825 - acc: 0.9616
353210/990000 [=========>....................] - ETA: 8s - loss: 0.0824 - acc: 0.9617
358644/990000 [=========>....................] - ETA: 8s - loss: 0.0823 - acc: 0.9617
364078/990000 [==========>...................] - ETA: 8s - loss: 0.0822 - acc: 0.9618
369512/990000 [==========>...................] - ETA: 8s - loss: 0.0822 - acc: 0.9617
374946/990000 [==========>...................] - ETA: 8s - loss: 0.0822 - acc: 0.9617
380380/990000 [==========>...................] - ETA: 8s - loss: 0.0823 - acc: 0.9616
385814/990000 [==========>...................] - ETA: 8s - loss: 0.0824 - acc: 0.9616
391248/990000 [==========>...................] - ETA: 8s - loss: 0.0823 - acc: 0.9616
396682/990000 [===========>..................] - ETA: 7s - loss: 0.0824 - acc: 0.9616
402116/990000 [===========>..................] - ETA: 7s - loss: 0.0823 - acc: 0.9616
407550/990000 [===========>..................] - ETA: 7s - loss: 0.0824 - acc: 0.9616
412984/990000 [===========>..................] - ETA: 7s - loss: 0.0824 - acc: 0.9616
418418/990000 [===========>..................] - ETA: 7s - loss: 0.0824 - acc: 0.9616
423852/990000 [===========>..................] - ETA: 7s - loss: 0.0824 - acc: 0.9616
429286/990000 [============>.................] - ETA: 7s - loss: 0.0825 - acc: 0.9616
434720/990000 [============>.................] - ETA: 7s - loss: 0.0824 - acc: 0.9616
440154/990000 [============>.................] - ETA: 7s - loss: 0.0824 - acc: 0.9616
445588/990000 [============>.................] - ETA: 7s - loss: 0.0824 - acc: 0.9617
451022/990000 [============>.................] - ETA: 7s - loss: 0.0824 - acc: 0.9617
456456/990000 [============>.................] - ETA: 7s - loss: 0.0822 - acc: 0.9617
461890/990000 [============>.................] - ETA: 7s - loss: 0.0822 - acc: 0.9617
467324/990000 [=============>................] - ETA: 7s - loss: 0.0822 - acc: 0.9617
472758/990000 [=============>................] - ETA: 6s - loss: 0.0821 - acc: 0.9618
478192/990000 [=============>................] - ETA: 6s - loss: 0.0821 - acc: 0.9618
483626/990000 [=============>................] - ETA: 6s - loss: 0.0821 - acc: 0.9618
489060/990000 [=============>................] - ETA: 6s - loss: 0.0821 - acc: 0.9617
494494/990000 [=============>................] - ETA: 6s - loss: 0.0821 - acc: 0.9617
499928/990000 [==============>...............] - ETA: 6s - loss: 0.0821 - acc: 0.9617
505362/990000 [==============>...............] - ETA: 6s - loss: 0.0820 - acc: 0.9617
510796/990000 [==============>...............] - ETA: 6s - loss: 0.0821 - acc: 0.9616
516230/990000 [==============>...............] - ETA: 6s - loss: 0.0821 - acc: 0.9616
521664/990000 [==============>...............] - ETA: 6s - loss: 0.0821 - acc: 0.9616
527098/990000 [==============>...............] - ETA: 6s - loss: 0.0822 - acc: 0.9616
532532/990000 [===============>..............] - ETA: 6s - loss: 0.0821 - acc: 0.9616
537966/990000 [===============>..............] - ETA: 6s - loss: 0.0820 - acc: 0.9616
543400/990000 [===============>..............] - ETA: 5s - loss: 0.0819 - acc: 0.9617
548834/990000 [===============>..............] - ETA: 5s - loss: 0.0820 - acc: 0.9617
554268/990000 [===============>..............] - ETA: 5s - loss: 0.0820 - acc: 0.9617
559702/990000 [===============>..............] - ETA: 5s - loss: 0.0820 - acc: 0.9616
565136/990000 [================>.............] - ETA: 5s - loss: 0.0820 - acc: 0.9616
570570/990000 [================>.............] - ETA: 5s - loss: 0.0821 - acc: 0.9616
576004/990000 [================>.............] - ETA: 5s - loss: 0.0820 - acc: 0.9616
581438/990000 [================>.............] - ETA: 5s - loss: 0.0820 - acc: 0.9616
586872/990000 [================>.............] - ETA: 5s - loss: 0.0820 - acc: 0.9617
592306/990000 [================>.............] - ETA: 5s - loss: 0.0820 - acc: 0.9617
597740/990000 [=================>............] - ETA: 5s - loss: 0.0820 - acc: 0.9617
603174/990000 [=================>............] - ETA: 5s - loss: 0.0819 - acc: 0.9617
608608/990000 [=================>............] - ETA: 5s - loss: 0.0820 - acc: 0.9616
614042/990000 [=================>............] - ETA: 5s - loss: 0.0820 - acc: 0.9616
619476/990000 [=================>............] - ETA: 4s - loss: 0.0821 - acc: 0.9616
624910/990000 [=================>............] - ETA: 4s - loss: 0.0821 - acc: 0.9616
630344/990000 [==================>...........] - ETA: 4s - loss: 0.0820 - acc: 0.9617
635778/990000 [==================>...........] - ETA: 4s - loss: 0.0820 - acc: 0.9617
641212/990000 [==================>...........] - ETA: 4s - loss: 0.0821 - acc: 0.9616
646646/990000 [==================>...........] - ETA: 4s - loss: 0.0821 - acc: 0.9616
652080/990000 [==================>...........] - ETA: 4s - loss: 0.0821 - acc: 0.9616
657514/990000 [==================>...........] - ETA: 4s - loss: 0.0821 - acc: 0.9617
662948/990000 [===================>..........] - ETA: 4s - loss: 0.0821 - acc: 0.9617
668382/990000 [===================>..........] - ETA: 4s - loss: 0.0821 - acc: 0.9617
673816/990000 [===================>..........] - ETA: 4s - loss: 0.0821 - acc: 0.9617
679250/990000 [===================>..........] - ETA: 4s - loss: 0.0821 - acc: 0.9617
684684/990000 [===================>..........] - ETA: 4s - loss: 0.0820 - acc: 0.9617
690118/990000 [===================>..........] - ETA: 4s - loss: 0.0820 - acc: 0.9617
695552/990000 [====================>.........] - ETA: 3s - loss: 0.0820 - acc: 0.9617
700986/990000 [====================>.........] - ETA: 3s - loss: 0.0819 - acc: 0.9618
706420/990000 [====================>.........] - ETA: 3s - loss: 0.0819 - acc: 0.9618
711854/990000 [====================>.........] - ETA: 3s - loss: 0.0819 - acc: 0.9618
717288/990000 [====================>.........] - ETA: 3s - loss: 0.0820 - acc: 0.9617
722722/990000 [====================>.........] - ETA: 3s - loss: 0.0820 - acc: 0.9617
728156/990000 [=====================>........] - ETA: 3s - loss: 0.0819 - acc: 0.9618
733590/990000 [=====================>........] - ETA: 3s - loss: 0.0820 - acc: 0.9618
739024/990000 [=====================>........] - ETA: 3s - loss: 0.0819 - acc: 0.9618
744458/990000 [=====================>........] - ETA: 3s - loss: 0.0820 - acc: 0.9618
749892/990000 [=====================>........] - ETA: 3s - loss: 0.0820 - acc: 0.9618
755326/990000 [=====================>........] - ETA: 3s - loss: 0.0820 - acc: 0.9618
760760/990000 [======================>.......] - ETA: 3s - loss: 0.0820 - acc: 0.9618
766194/990000 [======================>.......] - ETA: 3s - loss: 0.0819 - acc: 0.9618
771628/990000 [======================>.......] - ETA: 2s - loss: 0.0819 - acc: 0.9618
777062/990000 [======================>.......] - ETA: 2s - loss: 0.0820 - acc: 0.9618
782496/990000 [======================>.......] - ETA: 2s - loss: 0.0820 - acc: 0.9618
787930/990000 [======================>.......] - ETA: 2s - loss: 0.0820 - acc: 0.9618
793364/990000 [=======================>......] - ETA: 2s - loss: 0.0819 - acc: 0.9619
798798/990000 [=======================>......] - ETA: 2s - loss: 0.0819 - acc: 0.9619
804232/990000 [=======================>......] - ETA: 2s - loss: 0.0819 - acc: 0.9619
809666/990000 [=======================>......] - ETA: 2s - loss: 0.0819 - acc: 0.9619
815100/990000 [=======================>......] - ETA: 2s - loss: 0.0818 - acc: 0.9619
820534/990000 [=======================>......] - ETA: 2s - loss: 0.0818 - acc: 0.9619
825968/990000 [========================>.....] - ETA: 2s - loss: 0.0819 - acc: 0.9618
831402/990000 [========================>.....] - ETA: 2s - loss: 0.0818 - acc: 0.9619
836836/990000 [========================>.....] - ETA: 2s - loss: 0.0818 - acc: 0.9619
842270/990000 [========================>.....] - ETA: 1s - loss: 0.0818 - acc: 0.9619
847704/990000 [========================>.....] - ETA: 1s - loss: 0.0818 - acc: 0.9618
853138/990000 [========================>.....] - ETA: 1s - loss: 0.0819 - acc: 0.9618
858572/990000 [=========================>....] - ETA: 1s - loss: 0.0819 - acc: 0.9618
864006/990000 [=========================>....] - ETA: 1s - loss: 0.0819 - acc: 0.9618
869440/990000 [=========================>....] - ETA: 1s - loss: 0.0820 - acc: 0.9618
874874/990000 [=========================>....] - ETA: 1s - loss: 0.0820 - acc: 0.9618
880308/990000 [=========================>....] - ETA: 1s - loss: 0.0820 - acc: 0.9618
885742/990000 [=========================>....] - ETA: 1s - loss: 0.0820 - acc: 0.9617
891176/990000 [==========================>...] - ETA: 1s - loss: 0.0820 - acc: 0.9617
896610/990000 [==========================>...] - ETA: 1s - loss: 0.0820 - acc: 0.9618
902044/990000 [==========================>...] - ETA: 1s - loss: 0.0820 - acc: 0.9618
907478/990000 [==========================>...] - ETA: 1s - loss: 0.0820 - acc: 0.9617
912912/990000 [==========================>...] - ETA: 1s - loss: 0.0820 - acc: 0.9618
918346/990000 [==========================>...] - ETA: 0s - loss: 0.0820 - acc: 0.9617
923780/990000 [==========================>...] - ETA: 0s - loss: 0.0820 - acc: 0.9617
929214/990000 [===========================>..] - ETA: 0s - loss: 0.0820 - acc: 0.9618
934648/990000 [===========================>..] - ETA: 0s - loss: 0.0820 - acc: 0.9618
940082/990000 [===========================>..] - ETA: 0s - loss: 0.0820 - acc: 0.9618
945516/990000 [===========================>..] - ETA: 0s - loss: 0.0819 - acc: 0.9618
950950/990000 [===========================>..] - ETA: 0s - loss: 0.0819 - acc: 0.9618
956384/990000 [===========================>..] - ETA: 0s - loss: 0.0820 - acc: 0.9618
961818/990000 [============================>.] - ETA: 0s - loss: 0.0820 - acc: 0.9618
967252/990000 [============================>.] - ETA: 0s - loss: 0.0820 - acc: 0.9618
972686/990000 [============================>.] - ETA: 0s - loss: 0.0820 - acc: 0.9618
978120/990000 [============================>.] - ETA: 0s - loss: 0.0820 - acc: 0.9618
983554/990000 [============================>.] - ETA: 0s - loss: 0.0820 - acc: 0.9618
988988/990000 [============================>.] - ETA: 0s - loss: 0.0820 - acc: 0.9618
990000/990000 [==============================] - 13s 13us/step - loss: 0.0820 - acc: 0.9618
Epoch 39/168

  5434/990000 [..............................] - ETA: 17s - loss: 0.0839 - acc: 0.9608
 10868/990000 [..............................] - ETA: 15s - loss: 0.0832 - acc: 0.9618
 16302/990000 [..............................] - ETA: 14s - loss: 0.0846 - acc: 0.9606
 21736/990000 [..............................] - ETA: 14s - loss: 0.0849 - acc: 0.9603
 27170/990000 [..............................] - ETA: 13s - loss: 0.0852 - acc: 0.9600
 32604/990000 [..............................] - ETA: 13s - loss: 0.0849 - acc: 0.9603
 38038/990000 [>.............................] - ETA: 13s - loss: 0.0851 - acc: 0.9599
 43472/990000 [>.............................] - ETA: 13s - loss: 0.0845 - acc: 0.9603
 48906/990000 [>.............................] - ETA: 13s - loss: 0.0843 - acc: 0.9608
 54340/990000 [>.............................] - ETA: 12s - loss: 0.0840 - acc: 0.9608
 59774/990000 [>.............................] - ETA: 12s - loss: 0.0843 - acc: 0.9606
 65208/990000 [>.............................] - ETA: 12s - loss: 0.0838 - acc: 0.9611
 70642/990000 [=>............................] - ETA: 12s - loss: 0.0836 - acc: 0.9613
 76076/990000 [=>............................] - ETA: 12s - loss: 0.0831 - acc: 0.9614
 81510/990000 [=>............................] - ETA: 12s - loss: 0.0830 - acc: 0.9616
 86944/990000 [=>............................] - ETA: 12s - loss: 0.0828 - acc: 0.9617
 92378/990000 [=>............................] - ETA: 12s - loss: 0.0824 - acc: 0.9619
 97812/990000 [=>............................] - ETA: 12s - loss: 0.0826 - acc: 0.9617
103246/990000 [==>...........................] - ETA: 12s - loss: 0.0829 - acc: 0.9617
108680/990000 [==>...........................] - ETA: 11s - loss: 0.0830 - acc: 0.9617
114114/990000 [==>...........................] - ETA: 11s - loss: 0.0832 - acc: 0.9615
119548/990000 [==>...........................] - ETA: 11s - loss: 0.0833 - acc: 0.9617
124982/990000 [==>...........................] - ETA: 11s - loss: 0.0831 - acc: 0.9616
130416/990000 [==>...........................] - ETA: 11s - loss: 0.0831 - acc: 0.9616
135850/990000 [===>..........................] - ETA: 11s - loss: 0.0829 - acc: 0.9618
141284/990000 [===>..........................] - ETA: 11s - loss: 0.0828 - acc: 0.9618
146718/990000 [===>..........................] - ETA: 11s - loss: 0.0827 - acc: 0.9619
152152/990000 [===>..........................] - ETA: 11s - loss: 0.0826 - acc: 0.9620
157586/990000 [===>..........................] - ETA: 11s - loss: 0.0826 - acc: 0.9620
163020/990000 [===>..........................] - ETA: 11s - loss: 0.0824 - acc: 0.9621
168454/990000 [====>.........................] - ETA: 11s - loss: 0.0822 - acc: 0.9622
173888/990000 [====>.........................] - ETA: 11s - loss: 0.0822 - acc: 0.9622
179322/990000 [====>.........................] - ETA: 10s - loss: 0.0823 - acc: 0.9622
184756/990000 [====>.........................] - ETA: 10s - loss: 0.0821 - acc: 0.9623
190190/990000 [====>.........................] - ETA: 10s - loss: 0.0819 - acc: 0.9623
195624/990000 [====>.........................] - ETA: 10s - loss: 0.0817 - acc: 0.9623
201058/990000 [=====>........................] - ETA: 10s - loss: 0.0817 - acc: 0.9624
206492/990000 [=====>........................] - ETA: 10s - loss: 0.0816 - acc: 0.9624
211926/990000 [=====>........................] - ETA: 10s - loss: 0.0815 - acc: 0.9625
217360/990000 [=====>........................] - ETA: 10s - loss: 0.0814 - acc: 0.9625
222794/990000 [=====>........................] - ETA: 10s - loss: 0.0813 - acc: 0.9625
228228/990000 [=====>........................] - ETA: 10s - loss: 0.0814 - acc: 0.9625
233662/990000 [======>.......................] - ETA: 10s - loss: 0.0815 - acc: 0.9624
239096/990000 [======>.......................] - ETA: 10s - loss: 0.0816 - acc: 0.9623
244530/990000 [======>.......................] - ETA: 10s - loss: 0.0816 - acc: 0.9622
249964/990000 [======>.......................] - ETA: 9s - loss: 0.0815 - acc: 0.9623 
255398/990000 [======>.......................] - ETA: 9s - loss: 0.0813 - acc: 0.9623
260832/990000 [======>.......................] - ETA: 9s - loss: 0.0813 - acc: 0.9622
266266/990000 [=======>......................] - ETA: 9s - loss: 0.0813 - acc: 0.9622
271700/990000 [=======>......................] - ETA: 9s - loss: 0.0812 - acc: 0.9623
277134/990000 [=======>......................] - ETA: 9s - loss: 0.0813 - acc: 0.9622
282568/990000 [=======>......................] - ETA: 9s - loss: 0.0812 - acc: 0.9623
288002/990000 [=======>......................] - ETA: 9s - loss: 0.0811 - acc: 0.9623
293436/990000 [=======>......................] - ETA: 9s - loss: 0.0810 - acc: 0.9623
298870/990000 [========>.....................] - ETA: 9s - loss: 0.0811 - acc: 0.9623
304304/990000 [========>.....................] - ETA: 9s - loss: 0.0810 - acc: 0.9624
309738/990000 [========>.....................] - ETA: 9s - loss: 0.0810 - acc: 0.9624
315172/990000 [========>.....................] - ETA: 9s - loss: 0.0809 - acc: 0.9625
320606/990000 [========>.....................] - ETA: 9s - loss: 0.0808 - acc: 0.9626
326040/990000 [========>.....................] - ETA: 8s - loss: 0.0808 - acc: 0.9625
331474/990000 [=========>....................] - ETA: 8s - loss: 0.0807 - acc: 0.9626
336908/990000 [=========>....................] - ETA: 8s - loss: 0.0808 - acc: 0.9626
342342/990000 [=========>....................] - ETA: 8s - loss: 0.0807 - acc: 0.9626
347776/990000 [=========>....................] - ETA: 8s - loss: 0.0807 - acc: 0.9626
353210/990000 [=========>....................] - ETA: 8s - loss: 0.0806 - acc: 0.9627
358644/990000 [=========>....................] - ETA: 8s - loss: 0.0805 - acc: 0.9627
364078/990000 [==========>...................] - ETA: 8s - loss: 0.0805 - acc: 0.9627
369512/990000 [==========>...................] - ETA: 8s - loss: 0.0805 - acc: 0.9627
374946/990000 [==========>...................] - ETA: 8s - loss: 0.0806 - acc: 0.9626
380380/990000 [==========>...................] - ETA: 8s - loss: 0.0806 - acc: 0.9626
385814/990000 [==========>...................] - ETA: 8s - loss: 0.0807 - acc: 0.9625
391248/990000 [==========>...................] - ETA: 8s - loss: 0.0806 - acc: 0.9625
396682/990000 [===========>..................] - ETA: 7s - loss: 0.0806 - acc: 0.9625
402116/990000 [===========>..................] - ETA: 7s - loss: 0.0806 - acc: 0.9625
407550/990000 [===========>..................] - ETA: 7s - loss: 0.0808 - acc: 0.9624
412984/990000 [===========>..................] - ETA: 7s - loss: 0.0808 - acc: 0.9624
418418/990000 [===========>..................] - ETA: 7s - loss: 0.0807 - acc: 0.9625
423852/990000 [===========>..................] - ETA: 7s - loss: 0.0807 - acc: 0.9625
429286/990000 [============>.................] - ETA: 7s - loss: 0.0808 - acc: 0.9624
434720/990000 [============>.................] - ETA: 7s - loss: 0.0808 - acc: 0.9624
440154/990000 [============>.................] - ETA: 7s - loss: 0.0809 - acc: 0.9623
445588/990000 [============>.................] - ETA: 7s - loss: 0.0809 - acc: 0.9623
451022/990000 [============>.................] - ETA: 7s - loss: 0.0808 - acc: 0.9623
456456/990000 [============>.................] - ETA: 7s - loss: 0.0808 - acc: 0.9623
461890/990000 [============>.................] - ETA: 7s - loss: 0.0808 - acc: 0.9623
467324/990000 [=============>................] - ETA: 7s - loss: 0.0808 - acc: 0.9623
472758/990000 [=============>................] - ETA: 6s - loss: 0.0809 - acc: 0.9622
478192/990000 [=============>................] - ETA: 6s - loss: 0.0809 - acc: 0.9622
483626/990000 [=============>................] - ETA: 6s - loss: 0.0809 - acc: 0.9622
489060/990000 [=============>................] - ETA: 6s - loss: 0.0810 - acc: 0.9622
494494/990000 [=============>................] - ETA: 6s - loss: 0.0810 - acc: 0.9622
499928/990000 [==============>...............] - ETA: 6s - loss: 0.0810 - acc: 0.9622
505362/990000 [==============>...............] - ETA: 6s - loss: 0.0810 - acc: 0.9622
510796/990000 [==============>...............] - ETA: 6s - loss: 0.0810 - acc: 0.9621
516230/990000 [==============>...............] - ETA: 6s - loss: 0.0810 - acc: 0.9621
521664/990000 [==============>...............] - ETA: 6s - loss: 0.0809 - acc: 0.9622
527098/990000 [==============>...............] - ETA: 6s - loss: 0.0809 - acc: 0.9622
532532/990000 [===============>..............] - ETA: 6s - loss: 0.0809 - acc: 0.9622
537966/990000 [===============>..............] - ETA: 6s - loss: 0.0810 - acc: 0.9621
543400/990000 [===============>..............] - ETA: 5s - loss: 0.0810 - acc: 0.9621
548834/990000 [===============>..............] - ETA: 5s - loss: 0.0810 - acc: 0.9621
554268/990000 [===============>..............] - ETA: 5s - loss: 0.0810 - acc: 0.9621
559702/990000 [===============>..............] - ETA: 5s - loss: 0.0810 - acc: 0.9621
565136/990000 [================>.............] - ETA: 5s - loss: 0.0810 - acc: 0.9621
570570/990000 [================>.............] - ETA: 5s - loss: 0.0810 - acc: 0.9621
576004/990000 [================>.............] - ETA: 5s - loss: 0.0811 - acc: 0.9621
581438/990000 [================>.............] - ETA: 5s - loss: 0.0811 - acc: 0.9621
586872/990000 [================>.............] - ETA: 5s - loss: 0.0811 - acc: 0.9621
592306/990000 [================>.............] - ETA: 5s - loss: 0.0811 - acc: 0.9621
597740/990000 [=================>............] - ETA: 5s - loss: 0.0811 - acc: 0.9621
603174/990000 [=================>............] - ETA: 5s - loss: 0.0811 - acc: 0.9621
608608/990000 [=================>............] - ETA: 5s - loss: 0.0811 - acc: 0.9621
614042/990000 [=================>............] - ETA: 5s - loss: 0.0811 - acc: 0.9621
619476/990000 [=================>............] - ETA: 4s - loss: 0.0811 - acc: 0.9622
624910/990000 [=================>............] - ETA: 4s - loss: 0.0810 - acc: 0.9622
630344/990000 [==================>...........] - ETA: 4s - loss: 0.0811 - acc: 0.9621
635778/990000 [==================>...........] - ETA: 4s - loss: 0.0811 - acc: 0.9622
641212/990000 [==================>...........] - ETA: 4s - loss: 0.0811 - acc: 0.9622
646646/990000 [==================>...........] - ETA: 4s - loss: 0.0811 - acc: 0.9621
652080/990000 [==================>...........] - ETA: 4s - loss: 0.0811 - acc: 0.9621
657514/990000 [==================>...........] - ETA: 4s - loss: 0.0811 - acc: 0.9622
662948/990000 [===================>..........] - ETA: 4s - loss: 0.0811 - acc: 0.9621
668382/990000 [===================>..........] - ETA: 4s - loss: 0.0810 - acc: 0.9621
673816/990000 [===================>..........] - ETA: 4s - loss: 0.0811 - acc: 0.9621
679250/990000 [===================>..........] - ETA: 4s - loss: 0.0812 - acc: 0.9621
684684/990000 [===================>..........] - ETA: 4s - loss: 0.0812 - acc: 0.9621
690118/990000 [===================>..........] - ETA: 4s - loss: 0.0812 - acc: 0.9620
695552/990000 [====================>.........] - ETA: 3s - loss: 0.0813 - acc: 0.9620
700986/990000 [====================>.........] - ETA: 3s - loss: 0.0813 - acc: 0.9620
706420/990000 [====================>.........] - ETA: 3s - loss: 0.0812 - acc: 0.9620
711854/990000 [====================>.........] - ETA: 3s - loss: 0.0813 - acc: 0.9620
717288/990000 [====================>.........] - ETA: 3s - loss: 0.0813 - acc: 0.9620
722722/990000 [====================>.........] - ETA: 3s - loss: 0.0813 - acc: 0.9620
728156/990000 [=====================>........] - ETA: 3s - loss: 0.0813 - acc: 0.9620
733590/990000 [=====================>........] - ETA: 3s - loss: 0.0813 - acc: 0.9621
739024/990000 [=====================>........] - ETA: 3s - loss: 0.0812 - acc: 0.9620
744458/990000 [=====================>........] - ETA: 3s - loss: 0.0813 - acc: 0.9620
749892/990000 [=====================>........] - ETA: 3s - loss: 0.0813 - acc: 0.9620
755326/990000 [=====================>........] - ETA: 3s - loss: 0.0813 - acc: 0.9620
760760/990000 [======================>.......] - ETA: 3s - loss: 0.0813 - acc: 0.9620
766194/990000 [======================>.......] - ETA: 3s - loss: 0.0813 - acc: 0.9620
771628/990000 [======================>.......] - ETA: 2s - loss: 0.0813 - acc: 0.9620
777062/990000 [======================>.......] - ETA: 2s - loss: 0.0814 - acc: 0.9620
782496/990000 [======================>.......] - ETA: 2s - loss: 0.0814 - acc: 0.9620
787930/990000 [======================>.......] - ETA: 2s - loss: 0.0815 - acc: 0.9619
793364/990000 [=======================>......] - ETA: 2s - loss: 0.0815 - acc: 0.9619
798798/990000 [=======================>......] - ETA: 2s - loss: 0.0815 - acc: 0.9619
